program,input,execution,time_ms
matrixMul.exe,complete,1,315
matrixMul.exe,complete,2,315
matrixMul.exe,complete,3,315
matrixMul.exe,complete,4,315
matrixMul.exe,complete,5,315
matrixMul.exe,complete,6,315
matrixMul.exe,complete,7,315
matrixMul.exe,complete,8,315
matrixMul.exe,complete,9,315
matrixMul.exe,complete,10,315
matrixMul.exe,complete,11,315
matrixMul.exe,complete,12,315
matrixMul.exe,complete,13,315
matrixMul.exe,complete,14,315
matrixMul.exe,complete,15,315
